tick,symbol,position,avg_price,realized,unrealized,total,mid
544670,ETH,21324,2189.18,2.67392e+06,2.00648e+06,4.6804e+06,2283.27
544670,ADA,26700,1,134971,11107.2,146078,1.416
544680,BTC,-4627,63031.7,-4.87114e+06,50054.8,-4.82108e+06,63020.8
544680,ETH,21331,2189.21,2.67411e+06,2.02051e+06,4.69462e+06,2283.93
544680,ADA,26696,1,134975,11072.2,146047,1.41475
544690,BTC,-4625,63031.7,-4.87111e+06,64000.7,-4.80711e+06,63017.8
544690,ETH,21342,2189.26,2.67411e+06,1.9828e+06,4.65691e+06,2282.16
544690,ADA,26684,1,135023,11031.2,146054,1.4134
544700,BTC,-4623,63031.7,-4.87108e+06,2071.01,-4.869e+06,63031.2
544700,ETH,21344,2189.27,2.67411e+06,1.97448e+06,4.64859e+06,2281.78
544700,ADA,26682,1,135025,10982.3,146007,1.4116
544710,BTC,-4637,63031.8,-4.87108e+06,-140811,-5.01189e+06,63062.1
544710,ETH,21342,2189.27,2.6743e+06,2.0031e+06,4.6774e+06,2283.12
544710,ADA,26681,1,135073,11007.2,146080,1.41255
544720,BTC,-4635,63031.8,-4.87113e+06,-118572,-4.9897e+06,63057.3
544720,ETH,21351,2189.31,2.6743e+06,1.99439e+06,4.66869e+06,2282.72
544720,ADA,26683,1,135073,11016.1,146089,1.41285
544730,BTC,-4628,63031.8,-4.87102e+06,41113.7,-4.8299e+06,63022.9
544730,ETH,21341,2189.31,2.67547e+06,2.01654e+06,4.69201e+06,2283.81
544730,ADA,26681,1,135075,11084.6,146160,1.41545
544740,BTC,-4626,63031.8,-4.87095e+06,193176,-4.67778e+06,62990
544740,ETH,21341,2189.31,2.67547e+06,2.02561e+06,4.70108e+06,2284.23
544740,ADA,26679,1,135077,11109.1,146186,1.4164
544750,BTC,-4628,63031.7,-4.87095e+06,355158,-4.51579e+06,62955
544750,ETH,21343,2189.32,2.67547e+06,2.02337e+06,4.69885e+06,2284.12
544750,ADA,26677,1,135079,11100.3,146179,1.4161
544760,BTC,-4626,63031.7,-4.87079e+06,563220,-4.30757e+06,62910
544760,ETH,21342,2189.37,2.67664e+06,2.01866e+06,4.6953e+06,2283.95
544760,ADA,26688,1,135079,11088.9,146168,1.4155
544770,BTC,-4628,63031.7,-4.87079e+06,768477,-4.10231e+06,62865.6
544770,ETH,21346,2189.39,2.67664e+06,2.04086e+06,4.71751e+06,2284.99
544770,ADA,26697,1,135081,11091.3,146172,1.41545
544780,BTC,-4640,63031.1,-4.87079e+06,1.09099e+06,-3.7798e+06,62795.9
544780,ETH,21348,2189.4,2.67664e+06,2.00586e+06,4.6825e+06,2283.36
544780,ADA,26695,1,135083,11123.8,146207,1.4167
544790,BTC,-4638,63031.1,-4.87048e+06,663548,-4.20694e+06,62888
544790,ETH,21347,2189.44,2.67782e+06,1.99133e+06,4.66914e+06,2282.73
544790,ADA,26693,1,135085,11076.3,146161,1.41495
544800,BTC,-4640,63031,-4.87048e+06,607894,-4.26259e+06,62900
544800,ETH,21335,2189.44,2.67895e+06,1.93858e+06,4.61753e+06,2280.31
544800,ADA,26704,1,135085,10998,146083,1.41185
544810,BTC,-4638,63031,-4.87014e+06,979089,-3.89105e+06,62819.9
544810,ETH,21333,2189.44,2.67913e+06,1.91578e+06,4.59491e+06,2279.24
544810,ADA,26702,1,135087,10957.2,146044,1.41035
544820,BTC,-4638,63031,-4.87014e+06,1.07723e+06,-3.79291e+06,62798.8
544820,ETH,21351,2189.51,2.67913e+06,1.91586e+06,4.59499e+06,2279.24
544820,ADA,26704,1,135087,10855.2,145942,1.4065
544830,BTC,-4629,63031,-4.86787e+06,1.29617e+06,-3.5717e+06,62751
544830,ETH,21353,2189.52,2.67913e+06,1.84134e+06,4.52048e+06,2275.76
544830,ADA,26702,1,135089,10768.9,145858,1.4033
544840,BTC,-4630,63030.3,-4.86466e+06,1.3517e+06,-3.51296e+06,62738.3
544840,ETH,21352,2189.56,2.68024e+06,1.89649e+06,4.57673e+06,2278.39
544840,ADA,26702,1,135089,10829,145918,1.40555
544850,BTC,-4630,63030.3,-4.86466e+06,1.10305e+06,-3.76161e+06,62792
544850,ETH,21361,2189.6,2.68024e+06,1.87709e+06,4.55733e+06,2277.47
544850,ADA,26700,1,135091,10866.9,145958,1.407
544860,BTC,-4642,63029.6,-4.86418e+06,998706,-3.86547e+06,62814.4
544860,ETH,21351,2189.61,2.6813e+06,1.81498e+06,4.49628e+06,2274.61
544860,ADA,26713,1,135091,10785.4,145876,1.40375
544870,BTC,-4642,63029.6,-4.86418e+06,907677,-3.9565e+06,62834
544870,ETH,21362,2189.65,2.6813e+06,1.77443e+06,4.45574e+06,2272.72
544870,ADA,26711,1,135093,10712.4,145805,1.40105
544880,BTC,-4633,63029.6,-4.86197e+06,1.11952e+06,-3.74245e+06,62787.9
544880,ETH,21380,2189.72,2.6813e+06,1.72995e+06,4.41125e+06,2270.63
544880,ADA,26713,1,135093,10619.8,145713,1.39755
544890,BTC,-4635,63029.5,-4.86197e+06,1.1614e+06,-3.70057e+06,62778.9
544890,ETH,21387,2189.75,2.68147e+06,1.71646e+06,4.39793e+06,2270.01
544890,ADA,26715,1,135093,10525.7,145619,1.394
544900,BTC,-4637,63029.4,-4.86197e+06,1.15904e+06,-3.70293e+06,62779.4
544900,ETH,21389,2189.75,2.68147e+06,1.71625e+06,4.39772e+06,2269.99
544900,ADA,26701,1,135143,10605.6,145749,1.3972
544910,BTC,-4626,63029.4,-4.85906e+06,1.21161e+06,-3.64744e+06,62767.4
544910,ETH,21365,2189.75,2.68355e+06,1.78376e+06,4.46731e+06,2273.24
544910,ADA,26689,1,135191,10664.9,145856,1.3996
544920,BTC,-4612,63029.4,-4.85494e+06,1.34372e+06,-3.51122e+06,62738
544920,ETH,21353,2189.75,2.68461e+06,1.79323e+06,4.47783e+06,2273.74
544920,ADA,26700,1,135191,10805.5,145996,1.4047
544930,BTC,-4615,63028.6,-4.85224e+06,1.3781e+06,-3.47415e+06,62730
544930,ETH,21353,2189.75,2.68461e+06,1.72084e+06,4.40545e+06,2270.35
544930,ADA,26702,1,135191,10647.4,145838,1.39875
544940,BTC,-4620,63027.7,-4.84953e+06,1.40717e+06,-3.44236e+06,62723.2
544940,ETH,21362,2189.79,2.68461e+06,1.70443e+06,4.38904e+06,2269.57
544940,ADA,26702,1,135191,10650.1,145841,1.39885
544950,BTC,-4630,63026.8,-4.8489e+06,1.78001e+06,-3.06889e+06,62642.3
544950,ETH,21367,2189.82,2.68493e+06,1.74293e+06,4.42786e+06,2271.39
544950,ADA,26704,1,135191,10662.9,145854,1.3993
544960,BTC,-4652,63024.8,-4.84813e+06,1.74821e+06,-3.09992e+06,62649
544960,ETH,21365,2189.82,2.68509e+06,1.70431e+06,4.38941e+06,2269.59
544960,ADA,26704,1,135191,10626.9,145818,1.39795
544970,BTC,-4652,63024.8,-4.84813e+06,1.49012e+06,-3.35801e+06,62704.5
544970,ETH,21355,2189.83,2.68609e+06,1.66471e+06,4.3508e+06,2267.78
544970,ADA,26713,1,135191,10567.7,145759,1.3956
544980,BTC,-4645,63024.6,-4.8449e+06,1.64917e+06,-3.19573e+06,62669.6
544980,ETH,21357,2189.83,2.68609e+06,1.70347e+06,4.38956e+06,2269.6
544980,ADA,26720,1,135193,10555.7,145749,1.39505
544990,BTC,-4636,63024.6,-4.84166e+06,1.59871e+06,-3.24295e+06,62679.8
544990,ETH,21359,2189.84,2.68609e+06,1.70347e+06,4.38957e+06,2269.6
544990,ADA,26729,1,135193,10468.4,145661,1.39165
545000,BTC,-4650,63023.7,-4.84166e+06,1.50511e+06,-3.33655e+06,62700
545000,ETH,21368,2189.87,2.68609e+06,1.5934e+06,4.27949e+06,2264.44
545000,ADA,26727,1,135195,10384.8,145580,1.38855
545010,BTC,-4652,63023.5,-4.84166e+06,1.49244e+06,-3.34922e+06,62702.7
545010,ETH,21358,2189.88,2.68699e+06,1.53495e+06,4.22194e+06,2261.74
545010,ADA,26713,1,135245,10370,145615,1.3882
545020,BTC,-4664,63022.7,-4.84166e+06,1.47435e+06,-3.36731e+06,62706.5
545020,ETH,21346,2189.88,2.68793e+06,1.58916e+06,4.27709e+06,2264.32
545020,ADA,26724,1,135245,10415.7,145661,1.38975
545030,BTC,-4666,63022.5,-4.84166e+06,1.66988e+06,-3.17178e+06,62664.6
545030,ETH,21355,2189.91,2.68793e+06,1.5292e+06,4.21713e+06,2261.52
545030,ADA,26722,1,135247,10464.3,145711,1.3916
545040,BTC,-4678,63021.6,-4.84094e+06,1.46503e+06,-3.37591e+06,62708.4
545040,ETH,21366,2189.94,2.68793e+06,1.52646e+06,4.21439e+06,2261.39
545040,ADA,26729,1,135249,10531.2,145780,1.394
545050,BTC,-4680,63021.4,-4.84094e+06,1.51329e+06,-3.32765e+06,62698.1
545050,ETH,21356,2189.95,2.68884e+06,1.54098e+06,4.22983e+06,2262.11
545050,ADA,26731,1,135249,10617.6,145867,1.3972
545060,BTC,-4678,63021.4,-4.84022e+06,1.61682e+06,-3.2234e+06,62675.8
545060,ETH,21351,2189.98,2.68991e+06,1.52699e+06,4.2169e+06,2261.49
545060,ADA,26733,1,135249,10579.6,145829,1.39575
545070,BTC,-4671,63021.3,-4.83697e+06,1.66593e+06,-3.17104e+06,62664.6
545070,ETH,21341,2189.98,2.69078e+06,1.47097e+06,4.16175e+06,2258.91
545070,ADA,26731,1,135251,10578.8,145830,1.39575
545080,BTC,-4662,63021.3,-4.83372e+06,1.80971e+06,-3.02401e+06,62633.1
545080,ETH,21317,2189.98,2.69252e+06,1.47305e+06,4.16557e+06,2259.09
545080,ADA,26717,1,135301,10499.8,145801,1.393
545090,BTC,-4677,63019.7,-4.83082e+06,1.50147e+06,-3.32935e+06,62698.7
545090,ETH,21319,2189.99,2.69252e+06,1.51921e+06,4.21173e+06,2261.25
545090,ADA,26714,1,135349,10512,145861,1.3935
545100,BTC,-4679,63019.6,-4.83082e+06,1.49522e+06,-3.3356e+06,62700
545100,ETH,21317,2189.99,2.69266e+06,1.56e+06,4.25266e+06,2263.17
545100,ADA,26723,1,135349,10591.7,145941,1.39635
545110,BTC,-4679,63019.6,-4.83082e+06,1.49517e+06,-3.33565e+06,62700
545110,ETH,21315,2189.99,2.69281e+06,1.57712e+06,4.26992e+06,2263.98
545110,ADA,26732,1,135349,10504.3,145853,1.39295
545120,BTC,-4694,63017.7,-4.82774e+06,1.72752e+06,-3.10023e+06,62649.7
545120,ETH,21317,2190,2.69281e+06,1.56636e+06,4.25916e+06,2263.47
545120,ADA,26741,1,135349,10478.5,145827,1.39185
545130,BTC,-4676,63017.7,-4.8212e+06,1.65178e+06,-3.16942e+06,62664.5
545130,ETH,21317,2190,2.69296e+06,1.58881e+06,4.28176e+06,2264.53
545130,ADA,26739,1,135351,10532.5,145883,1.3939
545140,BTC,-4674,63017.7,-4.82053e+06,1.56229e+06,-3.25823e+06,62683.5
545140,ETH,21328,2190.04,2.69296e+06,1.59866e+06,4.29162e+06,2264.99
545140,ADA,26739,1,135351,10547.2,145898,1.39445
545150,BTC,-4665,63017.7,-4.81759e+06,1.4832e+06,-3.33439e+06,62699.8
545150,ETH,21326,2190.04,2.69311e+06,1.61984e+06,4.31294e+06,2265.99
545150,ADA,26748,1,135351,10590.9,145942,1.39595
545160,BTC,-4656,63017.7,-4.81478e+06,1.42824e+06,-3.38654e+06,62711
545160,ETH,21328,2190.05,2.69311e+06,1.64277e+06,4.33587e+06,2267.07
545160,ADA,26746,1,135353,10627.5,145981,1.39735
545170,BTC,-4654,63017.7,-4.8142e+06,1.24197e+06,-3.57222e+06,62750.9
545170,ETH,21316,2190.05,2.69407e+06,1.62607e+06,4.32014e+06,2266.33
545170,ADA,26755,1,135353,10609.7,145963,1.39655
545180,BTC,-4678,63016.4,-4.8142e+06,1.17759e+06,-3.6366e+06,62764.7
545180,ETH,21292,2190.05,2.69597e+06,1.60071e+06,4.29668e+06,2265.23
545180,ADA,26762,1,135355,10591.1,145946,1.39575
545190,BTC,-4676,63016.4,-4.81372e+06,1.07544e+06,-3.73828e+06,62786.5
545190,ETH,21280,2190.05,2.69692e+06,1.63364e+06,4.33056e+06,2266.82
545190,ADA,26764,1,135355,10621.3,145976,1.39685
545200,BTC,-4698,63015.4,-4.81327e+06,978266,-3.835e+06,62807.1
545200,ETH,21282,2190.05,2.69692e+06,1.66504e+06,4.36196e+06,2268.29
545200,ADA,26766,1,135355,10715.8,146071,1.40035
545210,BTC,-4696,63015.4,-4.81285e+06,1.04355e+06,-3.7693e+06,62793.1
545210,ETH,21280,2190.05,2.69708e+06,1.72542e+06,4.4225e+06,2271.14
545210,ADA,26752,1,135405,10813.2,146218,1.4042
545220,BTC,-4700,63015.2,-4.81285e+06,1.04355e+06,-3.7693e+06,62793.1
545220,ETH,21270,2190.06,2.69811e+06,1.76018e+06,4.4583e+06,2272.82
545220,ADA,26754,1,135405,10871.5,146276,1.40635
545230,BTC,-4700,63015.2,-4.81285e+06,1.00539e+06,-3.80746e+06,62801.3
545230,ETH,21272,2190.07,2.69811e+06,1.80656e+06,4.50467e+06,2274.99
545230,ADA,26754,1,135405,10852.8,146258,1.40565
545240,BTC,-4691,63015.2,-4.81093e+06,985822,-3.82511e+06,62805
545240,ETH,21281,2190.1,2.69811e+06,1.84042e+06,4.53853e+06,2276.59
545240,ADA,26752,1,135407,10716.9,146124,1.4006
545250,BTC,-4689,63015.2,-4.81046e+06,1.09325e+06,-3.71721e+06,62782
545250,ETH,21279,2190.1,2.69829e+06,1.8511e+06,4.54939e+06,2277.1
545250,ADA,26750,1,135409,10785.6,146195,1.4032
545260,BTC,-4680,63015.2,-4.80818e+06,1.22696e+06,-3.58121e+06,62753
545260,ETH,21269,2190.11,2.69939e+06,1.8709e+06,4.57029e+06,2278.07
545260,ADA,26748,1,135411,10814.2,146225,1.4043
545270,BTC,-4678,63015.2,-4.80759e+06,1.35742e+06,-3.45017e+06,62725
545270,ETH,21264,2190.15,2.70069e+06,1.91797e+06,4.61866e+06,2280.35
545270,ADA,26745,1,135459,10855.8,146315,1.4059
545280,BTC,-4690,63014.5,-4.80759e+06,1.22643e+06,-3.58117e+06,62753
545280,ETH,21271,2190.18,2.70088e+06,1.93675e+06,4.63763e+06,2281.24
545280,ADA,26743,1,135461,10822.9,146284,1.4047
545290,BTC,-4700,63013.9,-4.80709e+06,1.10299e+06,-3.7041e+06,62779.2
545290,ETH,21271,2190.18,2.70088e+06,1.94281e+06,4.64369e+06,2281.52
545290,ADA,26750,1,135463,10888.6,146352,1.40705
545300,BTC,-4698,63013.9,-4.80662e+06,1.02186e+06,-3.78476e+06,62796.4
545300,ETH,21289,2190.26,2.70088e+06,1.90299e+06,4.60387e+06,2279.64
545300,ADA,26748,1,135465,10802.2,146267,1.40385
545310,BTC,-4707,63013.4,-4.80598e+06,941198,-3.86478e+06,62813.4
545310,ETH,21294,2190.29,2.70122e+06,1.78249e+06,4.48372e+06,2274
545310,ADA,26744,1,135469,10711,146180,1.4005
545320,BTC,-4698,63013.4,-4.80412e+06,995775,-3.80834e+06,62801.4
545320,ETH,21280,2190.29,2.70242e+06,1.73631e+06,4.43873e+06,2271.89
545320,ADA,26744,1,135469,10604,146073,1.3965
545330,BTC,-4689,63013.4,-4.80189e+06,1.13379e+06,-3.66811e+06,62771.6
545330,ETH,21278,2190.29,2.70258e+06,1.73615e+06,4.43873e+06,2271.89
545330,ADA,26753,1,135469,10690.5,146159,1.3996
545340,BTC,-4703,63012.7,-4.80189e+06,1.03947e+06,-3.76243e+06,62791.7
545340,ETH,21280,2190.3,2.70258e+06,1.87616e+06,4.57874e+06,2278.47
545340,ADA,26762,1,135469,10825.2,146294,1.4045
545350,BTC,-4705,63012.6,-4.80189e+06,1.12772e+06,-3.67417e+06,62772.9
545350,ETH,21280,2190.3,2.70258e+06,1.91543e+06,4.618e+06,2280.31
545350,ADA,26760,1,135471,10856.5,146328,1.4057
545360,BTC,-4703,63012.6,-4.80134e+06,1.34561e+06,-3.45574e+06,62726.5
545360,ETH,21256,2190.3,2.70484e+06,1.93101e+06,4.63585e+06,2281.14
545360,ADA,26762,1,135471,10856,146327,1.40565
545370,BTC,-4715,63012,-4.80134e+06,1.08376e+06,-3.71758e+06,62782.1
545370,ETH,21267,2190.34,2.70484e+06,1.93042e+06,4.63526e+06,2281.11
545370,ADA,26764,1,135471,10868.9,146340,1.4061
545380,BTC,-4708,63011.9,-4.79916e+06,1.10197e+06,-3.69719e+06,62777.8
545380,ETH,21274,2190.38,2.70502e+06,1.84063e+06,4.54565e+06,2276.9
545380,ADA,26766,1,135471,10794.7,146266,1.4033
545390,BTC,-4710,63011.8,-4.79916e+06,1.10197e+06,-3.69719e+06,62777.8
545390,ETH,21272,2190.38,2.7052e+06,1.85577e+06,4.56097e+06,2277.62
545390,ADA,26768,1,135471,10889.2,146360,1.4068
545400,BTC,-4710,63011.7,-4.79869e+06,1.13215e+06,-3.66654e+06,62771.3
545400,ETH,21290,2190.45,2.7052e+06,1.87777e+06,4.58297e+06,2278.65
545400,ADA,26768,1,135473,10902.6,146376,1.4073
545410,BTC,-4712,63011.6,-4.79869e+06,1.17816e+06,-3.62053e+06,62761.6
545410,ETH,21292,2190.46,2.7052e+06,1.8386e+06,4.5438e+06,2276.81
545410,ADA,26766,1,135475,10822.8,146298,1.40435
545420,BTC,-4722,63011,-4.7982e+06,1.08253e+06,-3.71567e+06,62781.8
545420,ETH,21294,2190.47,2.7052e+06,1.86597e+06,4.57117e+06,2278.1
545420,ADA,26768,1,135475,10869.1,146344,1.40605
545430,BTC,-4720,63011,-4.79777e+06,936438,-3.86133e+06,62812.6
545430,ETH,21284,2190.47,2.7063e+06,1.84481e+06,4.5511e+06,2277.15
545430,ADA,26788,1,135475,10863.9,146339,1.40555
545440,BTC,-4734,63010.5,-4.79777e+06,902053,-3.89572e+06,62819.9
545440,ETH,21281,2190.51,2.70738e+06,1.87412e+06,4.5815e+06,2278.57
545440,ADA,26786,1,135477,10889.8,146367,1.40655
545450,BTC,-4736,63010.4,-4.79777e+06,887048,-3.91072e+06,62823.1
545450,ETH,21281,2190.51,2.70738e+06,1.80166e+06,4.50904e+06,2275.17
545450,ADA,26786,1,135477,10802.8,146280,1.4033
545460,BTC,-4734,63010.4,-4.79739e+06,886673,-3.91071e+06,62823.1
545460,ETH,21279,2190.51,2.70756e+06,1.80947e+06,4.51703e+06,2275.55
545460,ADA,26795,1,135477,10815.8,146293,1.40365
545470,BTC,-4734,63010.4,-4.79739e+06,851168,-3.94622e+06,62830.6
545470,ETH,21279,2190.51,2.70756e+06,1.84713e+06,4.55469e+06,2277.32
545470,ADA,26797,1,135477,10817.9,146295,1.4037
545480,BTC,-4744,63009.9,-4.79702e+06,747241,-4.04978e+06,62852.4
545480,ETH,21269,2190.52,2.70865e+06,1.8781e+06,4.58676e+06,2278.82
545480,ADA,26795,1,135479,10821.2,146300,1.40385
545490,BTC,-4746,63009.9,-4.79702e+06,724139,-4.07288e+06,62857.3
545490,ETH,21281,2190.57,2.70865e+06,1.89857e+06,4.60723e+06,2279.78
545490,ADA,26795,1,135481,10874.8,146356,1.40585
545500,BTC,-4748,63009.8,-4.79702e+06,662680,-4.13434e+06,62870.2
545500,ETH,21279,2190.57,2.70883e+06,1.89744e+06,4.60627e+06,2279.74
545500,ADA,26797,1,135481,10858.1,146339,1.4052
545510,BTC,-4739,63009.8,-4.7957e+06,676778,-4.11892e+06,62867
545510,ETH,21276,2190.6,2.70992e+06,1.85558e+06,4.5655e+06,2277.82
545510,ADA,26799,1,135481,10850.9,146332,1.4049
545520,BTC,-4721,63009.8,-4.79291e+06,754465,-4.03844e+06,62850
545520,ETH,21285,2190.64,2.70992e+06,1.87509e+06,4.58501e+06,2278.73
545520,ADA,26797,1,135483,10897,146380,1.40665
545530,BTC,-4719,63009.8,-4.79256e+06,820117,-3.97244e+06,62836
545530,ETH,21287,2190.64,2.70992e+06,1.90532e+06,4.61524e+06,2280.15
545530,ADA,26795,1,135485,10896.2,146381,1.40665
545540,BTC,-4717,63009.8,-4.79221e+06,799180,-3.99303e+06,62840.4
545540,ETH,21289,2190.65,2.70992e+06,1.94332e+06,4.65324e+06,2281.93
545540,ADA,26797,1,135485,10938.5,146424,1.4082
545550,BTC,-4708,63009.8,-4.79063e+06,802433,-3.9882e+06,62839.4
545550,ETH,21277,2190.65,2.71105e+06,1.9435e+06,4.65455e+06,2281.99
545550,ADA,26799,1,135485,10932.7,146418,1.40795
545560,BTC,-4710,63009.7,-4.79063e+06,695612,-4.09502e+06,62862.1
545560,ETH,21263,2190.65,2.71237e+06,1.93818e+06,4.65055e+06,2281.81
545560,ADA,26806,1,135487,10931.5,146418,1.4078
545570,BTC,-4701,63009.7,-4.78924e+06,728506,-4.06073e+06,62854.8
545570,ETH,21261,2190.65,2.71255e+06,1.90239e+06,4.61494e+06,2280.13
545570,ADA,26813,1,135489,10926.3,146415,1.4075
545580,BTC,-4692,63009.7,-4.78738e+06,695530,-4.09185e+06,62861.4
545580,ETH,21270,2190.69,2.71255e+06,1.93103e+06,4.64357e+06,2281.47
545580,ADA,26799,1,135539,10920.6,146460,1.4075
545590,BTC,-4692,63009.7,-4.78738e+06,722603,-4.06477e+06,62855.7
545590,ETH,21268,2190.69,2.71273e+06,1.89958e+06,4.61231e+06,2280.01
545590,ADA,26797,1,135541,10915.8,146457,1.40735
545600,BTC,-4681,63009.7,-4.78566e+06,678663,-4.107e+06,62864.7
545600,ETH,21277,2190.72,2.71273e+06,1.87995e+06,4.59268e+06,2279.08
545600,ADA,26806,1,135541,10919.4,146460,1.40735
545610,BTC,-4683,63009.6,-4.78566e+06,634004,-4.15166e+06,62874.2
545610,ETH,21275,2190.72,2.71291e+06,1.91839e+06,4.6313e+06,2280.89
545610,ADA,26804,1,135543,10925.3,146468,1.4076
545620,BTC,-4685,63009.6,-4.78566e+06,651187,-4.13448e+06,62870.6
545620,ETH,21273,2190.72,2.71309e+06,1.91821e+06,4.6313e+06,2280.89
545620,ADA,26802,1,135545,10927.2,146472,1.4077
545630,BTC,-4683,63009.6,-4.78538e+06,636626,-4.14876e+06,62873.6
545630,ETH,21284,2190.77,2.71309e+06,1.92975e+06,4.64284e+06,2281.43
545630,ADA,26813,1,135545,10927.6,146473,1.40755
545640,BTC,-4685,63009.5,-4.78538e+06,636627,-4.14876e+06,62873.6
545640,ETH,21272,2190.77,2.71422e+06,1.94058e+06,4.65479e+06,2281.99
545640,ADA,26820,1,135547,10945.2,146492,1.4081
545650,BTC,-4676,63009.5,-4.78413e+06,570782,-4.21335e+06,62887.4
545650,ETH,21272,2190.77,2.71422e+06,1.96142e+06,4.67564e+06,2282.97
545650,ADA,26810,1,135595,10963.9,146559,1.40895
545660,BTC,-4678,63009.4,-4.78413e+06,554573,-4.22955e+06,62890.9
545660,ETH,21270,2190.77,2.7144e+06,1.95188e+06,4.66628e+06,2282.53
545660,ADA,26808,1,135597,10980.6,146578,1.4096
545670,BTC,-4694,63009.1,-4.78413e+06,485959,-4.29817e+06,62905.6
545670,ETH,21277,2190.81,2.71459e+06,1.96365e+06,4.67824e+06,2283.1
545670,ADA,26808,1,135599,10984.6,146584,1.40975
545680,BTC,-4704,63008.8,-4.78389e+06,546483,-4.23741e+06,62892.6
545680,ETH,21275,2190.81,2.71477e+06,1.95815e+06,4.67292e+06,2282.85
545680,ADA,26808,1,135599,10959.1,146558,1.4088
545690,BTC,-4706,63008.8,-4.78389e+06,503913,-4.27998e+06,62901.7
545690,ETH,21270,2190.84,2.71609e+06,1.92521e+06,4.6413e+06,2281.36
545690,ADA,26806,1,135601,10962.3,146563,1.40895
545700,BTC,-4704,63008.8,-4.78368e+06,459246,-4.32443e+06,62911.1
545700,ETH,21256,2190.84,2.71742e+06,1.96964e+06,4.68707e+06,2283.51
545700,ADA,26804,1,135603,10966.9,146570,1.40915
545710,BTC,-4706,63008.7,-4.78368e+06,459248,-4.32443e+06,62911.1
545710,ETH,21246,2190.85,2.71859e+06,1.98117e+06,4.69976e+06,2284.1
545710,ADA,26806,1,135603,10978.4,146581,1.40955
545720,BTC,-4704,63008.7,-4.78347e+06,492545,-4.29092e+06,62904
545720,ETH,21248,2190.86,2.71859e+06,1.99223e+06,4.71082e+06,2284.62
545720,ADA,26808,1,135603,10989.9,146593,1.40995
545730,BTC,-4706,63008.7,-4.78347e+06,490476,-4.29299e+06,62904.4
545730,ETH,21250,2190.87,2.71859e+06,2.01178e+06,4.73037e+06,2285.54
545730,ADA,26796,1,135651,10964.9,146616,1.4092
545740,BTC,-4720,63008.4,-4.78347e+06,399586,-4.38388e+06,62923.8
545740,ETH,21252,2190.88,2.71859e+06,2.00041e+06,4.719e+06,2285.01
545740,ADA,26794,1,135653,10986.9,146640,1.41005
545750,BTC,-4722,63008.4,-4.78347e+06,399586,-4.38388e+06,62923.8
545750,ETH,21250,2190.88,2.71878e+06,1.97897e+06,4.69775e+06,2284.01
545750,ADA,26801,1,135655,10997.8,146653,1.41035
545760,BTC,-4722,63008.4,-4.78327e+06,464394,-4.31888e+06,62910
545760,ETH,21254,2190.89,2.71878e+06,1.97993e+06,4.69871e+06,2284.05
545760,ADA,26803,1,135655,11034.8,146690,1.4117
545770,BTC,-4727,63008.1,-4.78229e+06,472504,-4.30979e+06,62908.1
545770,ETH,21265,2190.94,2.71878e+06,1.97669e+06,4.69547e+06,2283.89
545770,ADA,26805,1,135655,11049,146704,1.4122
545780,BTC,-4741,63007.8,-4.78229e+06,413932,-4.36836e+06,62920.5
545780,ETH,21276,2190.99,2.71878e+06,1.96173e+06,4.68051e+06,2283.19
545780,ADA,26795,1,135703,11020.8,146724,1.4113
545790,BTC,-4743,63007.8,-4.78229e+06,428868,-4.35343e+06,62917.4
545790,ETH,21271,2191.02,2.72015e+06,2.01696e+06,4.7371e+06,2285.85
545790,ADA,26795,1,135703,11090.5,146793,1.4139
545800,BTC,-4741,63007.8,-4.78211e+06,440824,-4.34128e+06,62914.8
545800,ETH,21271,2191.02,2.72015e+06,2.05078e+06,4.77092e+06,2287.43
545800,ADA,26804,1,135703,11126.3,146829,1.4151
545810,BTC,-4743,63007.7,-4.78211e+06,440824,-4.34128e+06,62914.8
545810,ETH,21269,2191.02,2.72034e+06,2.04931e+06,4.76965e+06,2287.38
545810,ADA,26815,1,135703,11093.4,146796,1.4137
545820,BTC,-4741,63007.7,-4.78192e+06,576705,-4.20521e+06,62886.1
545820,ETH,21271,2191.03,2.72034e+06,2.01219e+06,4.73253e+06,2285.63
545820,ADA,26817,1,135703,11031.2,146734,1.41135
545830,BTC,-4743,63007.7,-4.78192e+06,632888,-4.14903e+06,62874.2
545830,ETH,21262,2191.03,2.72123e+06,2.04993e+06,4.77116e+06,2287.45
545830,ADA,26824,1,135705,11050.1,146755,1.41195
545840,BTC,-4753,63007.4,-4.78165e+06,458137,-4.32351e+06,62911
545840,ETH,21264,2191.04,2.72123e+06,2.02123e+06,4.74246e+06,2286.1
545840,ADA,26826,1,135705,11061.7,146767,1.41235
545850,BTC,-4749,63007.4,-4.78125e+06,457752,-4.3235e+06,62911
545850,ETH,21266,2191.05,2.72123e+06,2.00741e+06,4.72864e+06,2285.45
545850,ADA,26830,1,135705,11078.1,146783,1.4129
545860,BTC,-4747,63007.4,-4.78106e+06,457559,-4.3235e+06,62911
545860,ETH,21266,2191.05,2.72123e+06,1.99816e+06,4.71939e+06,2285.01
545860,ADA,26828,1,135707,11026.3,146733,1.411
545870,BTC,-4747,63007.4,-4.78106e+06,719118,-4.06194e+06,62855.9
545870,ETH,21277,2191.1,2.72123e+06,1.97596e+06,4.69719e+06,2283.97
545870,ADA,26837,1,135707,11054.2,146761,1.4119
