tick,symbol,real_mid,real_spread,real_bidDepth,real_askDepth,engine_bestBid,engine_bestAsk
0,BTC,56036,0.01,0,0,-1,-1
0,ETH,1970.98,0.15,0,0,-1,-1
0,ADA,1.17075,0.0015,0,0,-1,-1
10,BTC,56036,0.01,0,0,-1,-1
10,ETH,1966.86,0.01,0,0,1966,-1
10,ADA,1.17005,0.0001,0,0,1,5
20,BTC,55936.5,7.01,0,47.74,-1,56038
20,ETH,1966.86,0.01,0,0,1966,1969
20,ADA,1.16875,0.0001,0,0,1,4
30,BTC,55867.3,15.73,0,0,55882,56038
30,ETH,1963.56,0.66,0,0,1966,1969
30,ADA,1.1668,0.0006,0,0,1,2
40,BTC,55881.6,13.61,2793.12,6567.84,55882,56038
40,ETH,1966.3,0.93,0.08,0,1966,1969
40,ADA,1.16705,0.0007,0,0,1,2
50,BTC,55936.9,10.96,0,0,-1,55846
50,ETH,1967.11,0.3,0,1996.01,1966,1969
50,ADA,1.16315,0.0001,0,0,1,2
60,BTC,55894.8,4.28,4386.44,0,55886,55899
60,ETH,1966.12,0.01,0,0,1966,1969
60,ADA,1.16205,0.0001,0,0,1,2
70,BTC,55848.4,14.02,1008.67,1926.16,55847,55848
70,ETH,1964.09,0.67,0,195.85,1966,1967
70,ADA,1.16165,0.0007,0,0,1,2
80,BTC,55831.8,12.27,0,0,-1,55836
80,ETH,1963.88,0.65,0,0,1966,1967
80,ADA,1.1615,0.0008,0,0,1,2
90,BTC,55807.1,31.7,429.98,0,55789,55812
90,ETH,1964.33,0.03,0,0,1966,1967
90,ADA,1.16275,0.0007,0,0,1,2
100,BTC,55884.3,5.11,1720.12,0,55789,55812
100,ETH,1966.18,0.01,0,0,1966,1967
100,ADA,1.16395,0.0007,11075.9,0,1,2
110,BTC,55927.2,7.55,0,0,55789,55812
110,ETH,1967.73,0.83,0,0,1966,1967
110,ADA,1.16575,0.0011,0,0,1,2
120,BTC,55948.7,1.52,0,1368.74,55789,55812
120,ETH,1969.98,0.01,26.88,0,1966,1967
120,ADA,1.1685,0.001,0,96.82,1,2
130,BTC,55972.6,13.87,2215.46,0,55789,55812
130,ETH,1968.88,0.61,0,8.98,1966,1967
130,ADA,1.1702,0.0012,0,0,1,2
140,BTC,55944.4,0.82,0,910.01,55789,55812
140,ETH,1970.78,0.01,0,203.49,1966,1967
140,ADA,1.17165,0.0005,0,0,1,2
150,BTC,55965.1,0.01,0,0,55789,55812
150,ETH,1973.03,0.01,0,0,1966,1967
150,ADA,1.1748,0.0008,0,0,1,2
160,BTC,56000.1,0.01,0,0,55789,55812
160,ETH,1974.42,0.66,0,0,1966,1967
160,ADA,1.17515,0.0013,0,0,1,2
170,BTC,56037.1,0.01,0,0,55789,55812
170,ETH,1973.11,0.78,1850.48,99.5,1966,1967
170,ADA,1.17605,0.0009,0,0,1,2
180,BTC,56013.9,0.01,0,0,55789,55812
180,ETH,1974.39,0.72,0,0,1966,1967
180,ADA,1.17545,0.0009,0,0,1,2
190,BTC,56015,0.01,0,0,55789,55812
190,ETH,1975.23,0.27,0,26.95,1966,1967
190,ADA,1.1721,0.0008,0,0,1,2
200,BTC,55994,0.01,0,0,55789,55812
200,ETH,1971.2,0.4,0,0,1966,1967
200,ADA,1.17035,0.0015,199.75,5979.97,1,2
210,BTC,55944.4,0.01,0,1746.2,55789,55846
210,ETH,1970.38,0.73,0,0,1966,1967
210,ADA,1.17035,0.0015,0,0,1,2
220,BTC,55900,0.01,0,0,55789,55846
220,ETH,1969.33,0.03,0,1389.87,1966,1967
220,ADA,1.1683,0.0014,0,0,1,2
230,BTC,55900,0.01,0,0,55789,55846
230,ETH,1969.94,0.69,0,8.18,1966,1967
230,ADA,1.1651,0.0014,0,0,1,2
240,BTC,55846.6,1.25,0,5768.88,55842,55848
240,ETH,1969.1,0.27,0,0,1966,1967
240,ADA,1.1658,0.0016,0,0,1,2
250,BTC,55806.9,9.43,0,0,55842,55848
250,ETH,1967.97,0.79,0,0,1966,1967
250,ADA,1.16125,0.0005,0,0,1,2
260,BTC,55745.4,9.2,0,0,55842,55848
260,ETH,1963.7,0.4,0,0,1966,1967
260,ADA,1.16395,0.0009,0,0,1,2
270,BTC,55721.4,3.67,0,129405,55815,55848
270,ETH,1966.37,0.51,0,0,1965,1967
270,ADA,1.1669,0.0018,0,0,1,2
280,BTC,55850.1,0.14,5020.69,0,55815,55848
280,ETH,1968.43,0.5,0,0,1965,1967
280,ADA,1.16805,0.0007,0,0,1,2
290,BTC,55900,0.01,0,0,55815,55848
290,ETH,1968.61,0.01,0,0,1965,1967
290,ADA,1.17095,0.0015,0,0,1,2
300,BTC,55900,0.01,0,0,55815,55848
300,ETH,1971.44,0.37,0,0,1965,1967
300,ADA,1.1723,0.0012,0,0,1,2
310,BTC,55974.6,9.63,27.98,0,55815,55854
310,ETH,1972.92,0.94,0,0,1965,1967
310,ADA,1.173,0.001,45.18,0,1,2
320,BTC,56016.9,6.11,0,0,55815,55854
320,ETH,1973.99,0.01,19008.4,0,1965,1967
320,ADA,1.17525,0.0013,0,0,1,2
330,BTC,56098.1,0.01,9989.43,0,55815,55854
330,ETH,1973.89,0.52,0,0,1965,1969
330,ADA,1.1779,0.0012,0,0,1,2
340,BTC,56047.9,0.01,0,0,55815,55854
340,ETH,1977.53,0.9,3705.11,301.89,1965,1969
340,ADA,1.17865,0.0013,0,0,1,2
350,BTC,56100,0.01,0,0,55815,55854
350,ETH,1977.27,0.01,0,0,1965,1969
350,ADA,1.17815,0.0007,0,0,1,2
360,BTC,56100.2,0.37,0,0,55815,55854
360,ETH,1976.68,1.07,0,0,1965,1969
360,ADA,1.1771,0.0006,0,0,1,2
370,BTC,56100,0.01,6685.89,280.5,55815,55888
370,ETH,1975.31,0.56,0,0,1965,1969
370,ADA,1.17745,0.0013,0,0,1,2
380,BTC,56050.9,11.92,0,0,55815,55899
380,ETH,1975.91,0.48,0,0,1965,1971
380,ADA,1.1782,0.001,0,0,1,2
390,BTC,56090,0.01,1277.63,0,55815,55899
390,ETH,1977.01,0.86,0,0,1965,1972
390,ADA,1.1798,0.0004,0,200.07,1,2
400,BTC,56088.2,0.01,0,0,55815,55899
400,ETH,1977.85,0.45,0,0,1965,1972
400,ADA,1.17995,0.0001,0,0,1,2
410,BTC,56100,0.01,0,0,55815,55916
410,ETH,1976.86,0.87,0,0,1965,1972
410,ADA,1.1816,0.0006,0,10.28,1,2
420,BTC,56100,0.01,0,0,55815,55916
420,ETH,1978.63,0.79,0,0,1965,1972
420,ADA,1.1816,0.001,0,0,1,2
430,BTC,56124.3,9.57,0,0,55815,55916
430,ETH,1979.01,0.78,0,0,1965,1972
430,ADA,1.1829,0.0014,0,0,1,2
440,BTC,56133.5,0.01,0,0,55815,55916
440,ETH,1980.08,0.37,0,0,1965,1972
440,ADA,1.18645,0.0015,0,0,1,2
450,BTC,56157.5,6.07,0,0,55815,55928
450,ETH,1980.62,0.23,0,0,1965,1972
450,ADA,1.18745,0.0003,0,0,1,2
460,BTC,56174.7,3.58,0,0,55815,55928
460,ETH,1980.78,0.01,0,0,1965,1973
460,ADA,1.1829,0.0012,0,0,1,2
470,BTC,56181,3.13,0,0,55815,55953
470,ETH,1978.71,0.71,0,0,1965,1973
470,ADA,1.1836,0.001,0,11.85,1,2
480,BTC,56114.9,2.99,0,0,55815,55953
480,ETH,1979.28,1.43,0,29.2,1965,1973
480,ADA,1.1833,0.002,0,0,1,2
490,BTC,56083.3,3.74,0,0,55815,55953
490,ETH,1979.43,0.85,0,5003.02,1965,1975
490,ADA,1.18705,0.0017,0,0,1,2
500,BTC,56144.4,7.54,0,0,55815,55953
500,ETH,1979.93,0.1,0,0,1965,1975
500,ADA,1.18655,0.0007,0,0,1,2
510,BTC,56156.3,21.52,0,0,55815,55953
510,ETH,1979.34,0.55,0,287,1965,1975
510,ADA,1.1864,0.0008,0,679.56,1,2
520,BTC,56175,5.51,0,0,55815,55953
520,ETH,1979.74,0.47,0,0,1976,1977
520,ADA,1.18705,0.0011,0,0,1,2
530,BTC,56180.2,0.01,185.58,15545.2,55815,55953
530,ETH,1979.91,0.01,0,0,1976,1977
530,ADA,1.1872,0.0014,11.71,0,1,2
540,BTC,56188.6,15.63,0,5634.81,55815,55954
540,ETH,1979.54,0.16,0,5057.52,1976,1977
540,ADA,1.1864,0.0012,0,0,1,2
550,BTC,56208.9,4.3,0,0,55815,55954
550,ETH,1977.57,0.65,0,497.51,1976,1977
550,ADA,1.18845,0.0009,0,0,1,2
560,BTC,56213.1,2.66,0,0,55815,55976
560,ETH,1978.01,1.13,0,0,1976,1977
560,ADA,1.18795,0.0011,0,0,1,2
570,BTC,56241.6,3.41,0,3974.76,55815,55976
570,ETH,1977.7,0.19,0,920.4,1976,1977
570,ADA,1.185,0.0002,0,3.14,1,2
580,BTC,56100,0.01,0,0,55815,55976
580,ETH,1977.82,0.42,0,18.42,1976,1977
580,ADA,1.18295,0.0009,0,0,1,2
590,BTC,56123.7,0.01,11405.6,0,55815,55976
590,ETH,1977.3,0.36,413.88,0,1976,1977
590,ADA,1.1814,0.0012,0,0,1,2
600,BTC,56111.7,0.01,0,0,55815,55976
600,ETH,1975.85,0.33,0,0,1976,1977
600,ADA,1.1837,0.0012,0,0,1,2
610,BTC,56105.4,5.66,0,0,55815,55978
610,ETH,1976.5,0.68,0,0,1976,1977
610,ADA,1.1846,0.001,0,0,1,2
620,BTC,56123.7,0.01,0,0,55815,55978
620,ETH,1973.41,0.86,0,3836.59,1976,1977
620,ADA,1.1829,0.0006,0,0,1,2
630,BTC,56112.3,0.01,0,0,55815,55978
630,ETH,1974.47,0.95,0,0,1976,1977
630,ADA,1.18355,0.0011,0,0,1,2
640,BTC,56109.6,16.68,245.84,0,55815,55978
640,ETH,1973.15,0.09,0,5469.35,1976,1977
640,ADA,1.18585,0.0013,0,0,1,2
650,BTC,56117.1,1.52,0,0,55815,55978
650,ETH,1976.63,0.4,0,0,1976,1977
650,ADA,1.1853,0.0012,0,0,1,2
660,BTC,56147.4,3.7,0,0,55815,55978
660,ETH,1975.71,1.29,0,0,1976,1977
660,ADA,1.18335,0.0011,0,0,1,2
670,BTC,56127.9,6.31,0,0,55815,56009
670,ETH,1975.01,1.08,0,0,1976,1977
670,ADA,1.18055,0.0007,0,0,1,2
680,BTC,56109.4,0.01,0,0,55815,56015
680,ETH,1974.97,0.2,0,0,1976,1977
680,ADA,1.17755,0.0003,0,0,1,2
690,BTC,56052.5,7.22,0,2760.37,56049,56068
690,ETH,1970.09,0.76,0,0,1976,1977
690,ADA,1.1761,0.0006,0,0,1,2
700,BTC,56000.5,1.01,0,0,56049,56068
700,ETH,1969.9,0.14,0,2763.05,1976,1977
700,ADA,1.17785,0.0003,0,0,1,2
710,BTC,55996.8,5.45,0,0,56049,56068
710,ETH,1970.57,1.13,0,0,1976,1977
710,ADA,1.17585,0.0009,0,41.76,1,2
720,BTC,55984.3,4.24,0,143.37,56049,56068
720,ETH,1968.65,0.51,0,0,1976,1977
720,ADA,1.17615,0.0013,0,0,1,2
730,BTC,55982.2,0.01,0,0,56049,56068
730,ETH,1967.38,0.68,0,9.24,1976,1977
730,ADA,1.1734,0.0004,0,0,1,2
740,BTC,55928.5,8.41,0,19.59,56049,56068
740,ETH,1965.49,1.12,0,505.78,1976,1977
740,ADA,1.172,0.0012,0,0,1,2
750,BTC,55895.8,9.16,0,18.41,56049,56068
750,ETH,1964.24,0.01,0,0,1976,1977
750,ADA,1.1715,0.0014,0,0,1,2
760,BTC,55891.8,3.34,0,0,56001,56068
760,ETH,1961.75,0.04,0,244.65,1976,1977
760,ADA,1.16715,0.0013,0,0,1,2
770,BTC,55849,0.48,0,0,55980,56068
770,ETH,1957.66,0.57,46379.5,49.85,1975,1977
770,ADA,1.16825,0.0011,0,0,1,2
780,BTC,55879.5,3.3,0,0,55977,56068
780,ETH,1958.73,0.18,0,0,1975,1977
780,ADA,1.1722,0.0018,0,0,1,2
790,BTC,55860,0.01,0,0,55970,56068
790,ETH,1962.62,0.88,0,2718.08,1975,1977
790,ADA,1.1746,0.0016,0,0,1,2
800,BTC,55883.4,0.88,0,0,55970,56068
800,ETH,1965.88,0.55,0,0,1975,1977
800,ADA,1.1767,0.0012,0,0,1,2
810,BTC,55979.8,17.34,0,0,55978,56068
810,ETH,1964.73,0.45,0,227.5,1974,1977
810,ADA,1.17775,0.0011,0,0,1,2
820,BTC,56011.1,0.05,0,0,55978,56023
820,ETH,1964.99,0.01,0,0,1974,1977
820,ADA,1.1802,0.0018,0,0,1,2
830,BTC,56048,0.01,0,0,55978,56023
830,ETH,1964.99,0.01,0,0,1974,1977
830,ADA,1.1817,0.0008,0,0,1,2
840,BTC,56071.1,0.01,0,0,55978,56048
840,ETH,1970.28,0.29,0,0,1974,1977
840,ADA,1.18265,0.0011,0,0,1,2
850,BTC,56120.6,0.01,0,0,55978,56048
850,ETH,1971.86,0.86,0,0,1974,1977
850,ADA,1.18025,0.0005,0,0,1,2
860,BTC,56121.4,0.01,0,0,55978,56048
860,ETH,1971.86,0.86,0,0,1974,1977
860,ADA,1.1804,0.0014,0,0,1,2
870,BTC,56087.9,3.48,0,23787.9,55978,56068
870,ETH,1972.59,0.4,0,0,1974,1977
870,ADA,1.1815,0.001,0,0,1,2
880,BTC,56074.3,0.01,0,0,55978,56068
880,ETH,1970.36,0.16,0,0,1974,1976
880,ADA,1.18215,0.0017,0,0,1,2
890,BTC,56115.4,19.94,25750.5,1370.22,55978,56068
890,ETH,1967.45,0.29,0,0,1974,1976
890,ADA,1.18035,0.0007,0,0,1,2
900,BTC,56100,0.01,0,0,55978,56068
900,ETH,1969.46,0.3,0,0,1974,1976
900,ADA,1.17775,0.0003,0,0,1,2
910,BTC,56111.2,0.01,0,0,55978,56068
910,ETH,1966.13,0.27,0,0,1974,1976
910,ADA,1.175,0.0016,0,0,1,2
920,BTC,56005.4,0.01,0,96.36,55978,56008
920,ETH,1964.99,0.01,0,0,1974,1976
920,ADA,1.1736,0.0014,0,0,1,2
930,BTC,55995.7,13.47,0,0,55978,56008
930,ETH,1963.03,0.88,0,0,1973,1976
930,ADA,1.1736,0.0014,0,96.43,1,2
940,BTC,55959.1,0.01,0,0,55978,56008
940,ETH,1961.83,0.49,0,0,1973,1976
940,ADA,1.1731,0.0012,0,0,1,2
950,BTC,55939.8,0.01,0,45866.6,55978,56008
950,ETH,1961.31,0.42,0,0,1972,1976
950,ADA,1.1732,0.001,0,0,1,2
960,BTC,55935.7,0.01,0,0,55978,56008
960,ETH,1962.35,0.44,0,0,1972,1976
960,ADA,1.17335,0.0013,0,0,1,2
970,BTC,55962.8,4.06,0,221.69,55974,56008
970,ETH,1962.61,0.01,0,1093.13,1972,1976
970,ADA,1.17725,0.0011,0,0,1,2
980,BTC,55973.5,0.01,0,0,55974,56008
980,ETH,1964.99,0.01,0,0,1972,1976
980,ADA,1.17625,0.0007,0,0,1,2
990,BTC,56020.6,9.24,0,0,56001,56008
990,ETH,1964.99,0.01,0,0,1972,1976
990,ADA,1.17855,0.0015,0,0,1,2
1000,BTC,56009.7,12.78,0,1286.3,56005,56008
1000,ETH,1964.99,0.01,0,0,1972,1976
1000,ADA,1.17855,0.0015,0,0,1,2
1010,BTC,56045.7,5.04,0,1315.88,56005,56008
1010,ETH,1967.72,0.43,0,0,1969,1976
1010,ADA,1.1794,0.001,0,0,1,2
1020,BTC,56099.6,0.01,0,0,56005,56014
1020,ETH,1967.68,0.34,0,5002.1,1969,1976
1020,ADA,1.18015,0.0009,0,0,1,2
1030,BTC,56075.2,8.26,0,0,56005,56014
1030,ETH,1968.26,0.44,0,0,1968,1969
1030,ADA,1.1807,0.0008,0,18.44,1,2
1040,BTC,56081.1,0.01,0,0,56005,56014
1040,ETH,1968.8,0.3,0,0,1968,1969
1040,ADA,1.1796,0.001,0,0,1,2
1050,BTC,56098,0.01,0,0,56005,56014
1050,ETH,1969.5,0.54,0,0,1968,1969
1050,ADA,1.1806,0.0008,0,0,1,2
1060,BTC,56098,0.01,0,0,56005,56068
1060,ETH,1970.17,0.36,0,0,1968,1969
1060,ADA,1.178,0.001,0,0,1,2
1070,BTC,56113.4,0.01,0,0,56005,56093
1070,ETH,1968.57,0.73,0,0,1968,1969
1070,ADA,1.17735,0.0011,0,0,1,2
1080,BTC,56091.9,6.66,0,163.82,56087,56093
1080,ETH,1969.71,0.58,0,0,1968,1969
1080,ADA,1.1798,0.001,0,0,1,2
1090,BTC,56098,0.01,0,0,56087,56092
1090,ETH,1970.28,0.77,0,245.33,1968,1969
1090,ADA,1.17765,0.0009,0,0,1,2
1100,BTC,56113.2,11.61,0,0,56087,56093
1100,ETH,1970.95,0.75,0,0,1968,1969
1100,ADA,1.18055,0.0007,0,0,1,2
1110,BTC,56122.3,0.01,0,0,56087,56100
1110,ETH,1973.17,0.69,0,0,1968,1969
1110,ADA,1.17955,0.0011,0,0,1,2
1120,BTC,56168.6,0.01,0,0,56087,56100
1120,ETH,1971.9,0.36,0,34.23,1968,1969
1120,ADA,1.17925,0.0003,0,0,1,2
1130,BTC,56140.6,13.22,0,0,56087,56100
1130,ETH,1971.92,0.19,0,0,1968,1969
1130,ADA,1.1802,0.0008,0,0,1,2
1140,BTC,56144.5,0.01,0,0,56087,56100
1140,ETH,1972.56,0.46,0,0,1968,1969
1140,ADA,1.1802,0.0014,0,0,1,2
1150,BTC,56158.1,3.83,0,319.45,56087,56100
1150,ETH,1972.02,0.03,0,123.54,1968,1969
1150,ADA,1.1808,0.001,0,0,1,2
1160,BTC,56158.5,3.05,194.5,186.72,56087,56102
1160,ETH,1971.8,0.3,0,4.98,1968,1969
1160,ADA,1.183,0.0006,0,0,1,2
1170,BTC,56156.2,0.01,0,0,56087,56102
1170,ETH,1972.74,0.47,0,0,1968,1969
1170,ADA,1.18325,0.0009,0,0,1,2
1180,BTC,56160,0.01,0,0,56087,56102
1180,ETH,1973.02,0.01,0,0,1968,1969
1180,ADA,1.18235,0.0011,0,99.45,1,2
1190,BTC,56166,0.01,10.05,0,56087,56102
1190,ETH,1973.34,0.38,0,0,1968,1971
1190,ADA,1.1802,0.0012,0,0,1,2
1200,BTC,56163.3,5.85,0,0,56087,56102
1200,ETH,1970.57,0.01,0,57.75,1968,1971
1200,ADA,1.18145,0.0009,0,0,1,2
1210,BTC,56092.8,0.01,0,0,56087,56102
1210,ETH,1971.93,0.4,0,0,1968,1971
1210,ADA,1.18105,0.0005,0,0,1,2
1220,BTC,56116.1,0.01,0,0,56087,56103
1220,ETH,1973.63,0.01,0,1006.12,1968,1971
1220,ADA,1.18245,0.0009,0,0,1,2
1230,BTC,56131.7,2.94,0,0,56087,56103
1230,ETH,1977.43,1.28,0,0,1968,1971
1230,ADA,1.1834,0.0008,0,0,1,2
1240,BTC,56146.6,0.01,0,0,56087,56103
1240,ETH,1977.89,0.01,0,0,1968,1971
1240,ADA,1.1821,0.0008,0,0,1,2
1250,BTC,56176.3,0.01,0,0,56087,56103
1250,ETH,1975.7,0.45,0,32.84,1968,1971
1250,ADA,1.1822,0.0008,0,0,1,2
1260,BTC,56165.3,10.91,0,0,56087,56103
1260,ETH,1977.07,0.61,0,0,1968,1971
1260,ADA,1.18325,0.0009,0,0,1,2
1270,BTC,56179.7,0.01,0,0,56087,56106
1270,ETH,1976.78,0.01,0,95.61,1968,1972
1270,ADA,1.18445,0.0003,0,0,1,2
1280,BTC,56204.4,8.05,187.56,0,56087,56106
1280,ETH,1976.27,0.55,0,0,1972,1973
1280,ADA,1.18575,0.0015,0,0,1,2
1290,BTC,56235.4,0.01,0,0,56087,56107
1290,ETH,1974.81,0.39,0,0,1972,1973
1290,ADA,1.1848,0.0008,0,0,1,2
1300,BTC,56239.9,0.01,0,0,56087,56107
1300,ETH,1974.99,0.01,0,0,1972,1973
1300,ADA,1.1859,0.001,0,0,1,2
1310,BTC,56190.9,12.75,0,0,56087,56113
1310,ETH,1974.5,0.56,0,1332.49,1972,1973
1310,ADA,1.18595,0.0009,0,0,1,2
1320,BTC,56190.9,12.75,0,0,56087,56113
1320,ETH,1974.99,0.01,0,0,1972,1973
1320,ADA,1.18665,0.0009,0,0,1,2
1330,BTC,56210,0.01,0,0,56087,56113
1330,ETH,1974.66,0.57,0,1947.81,1973,1974
1330,ADA,1.18605,0.0007,0,0,1,2
1340,BTC,56212.9,5.67,0,169.41,56087,56113
1340,ETH,1974.63,0.64,0,0,1973,1974
1340,ADA,1.18565,0.0011,0,0,1,2
1350,BTC,56212.2,0.01,0,119.71,56087,56116
1350,ETH,1974.99,0.01,0,0,1973,1974
1350,ADA,1.18545,0.0011,0,0,1,2
1360,BTC,56240.4,0.01,0,0,56087,56117
1360,ETH,1974.86,0.15,0,0,1973,1974
1360,ADA,1.1858,0.0014,0,0,1,2
1370,BTC,56227.1,5.79,0,3812.83,56087,56117
1370,ETH,1974.82,0.35,0,0,1973,1974
1370,ADA,1.18455,0.0001,0,0,1,2
1380,BTC,56219.3,0.01,0,0,56087,56119
1380,ETH,1974.01,0.01,0,735.07,1973,1974
1380,ADA,1.1846,0.0006,0,0,1,2
1390,BTC,56208,0.01,0,0,56087,56119
1390,ETH,1973.48,0.48,0,0,1973,1974
1390,ADA,1.18455,0.0009,0,0,1,2
1400,BTC,56190.3,0.01,0,208.91,56087,56119
1400,ETH,1974.42,0.23,0,0,1973,1974
1400,ADA,1.18495,0.0005,0,0,1,2
1410,BTC,56162.5,7.87,0,0,56087,56128
1410,ETH,1974.32,0.41,0,0,1973,1974
1410,ADA,1.1847,0.0008,8.76,0,1,2
1420,BTC,56199,2.5,701.69,0,56087,56128
1420,ETH,1974.49,0.29,0,0,1973,1974
1420,ADA,1.1842,0.0006,0,0,1,2
1430,BTC,56195.8,1.3,0,0,56087,56128
1430,ETH,1974.4,0.11,0,0,1973,1974
1430,ADA,1.18435,0.0003,0,0,1,2
1440,BTC,56202.7,0.13,0,0,56087,56128
1440,ETH,1972.49,0.57,0,900.56,1973,1974
1440,ADA,1.18625,0.0009,0,981.91,1,2
1450,BTC,56183.5,0.01,0,0,56087,56128
1450,ETH,1973.96,0.27,0,405.82,1973,1974
1450,ADA,1.1875,0.0008,0,0,1,2
1460,BTC,56215.1,0.01,0,0,56087,56128
1460,ETH,1974.12,0.03,0,0,1973,1974
1460,ADA,1.189,0.001,0,0,1,2
1470,BTC,56219.3,0.01,0,0,56087,56128
1470,ETH,1974.95,0.01,0,0,1973,1974
1470,ADA,1.18885,0.0009,0,0,1,2
1480,BTC,56222.6,6.43,0,0,56087,56128
1480,ETH,1974.99,0.01,0,0,1973,1974
1480,ADA,1.19,0.0008,0,0,1,2
1490,BTC,56230,0.01,0,0,56087,56128
1490,ETH,1974.99,0.01,0,0,1973,1974
1490,ADA,1.1925,0.0008,0,0,1,2
1500,BTC,56230,0.01,0,0,56087,56128
1500,ETH,1974.99,0.01,0,0,1973,1974
1500,ADA,1.1929,0.0012,0,28.99,1,2
1510,BTC,56250.1,0.01,0,0,56087,56128
1510,ETH,1974.78,0.35,0,12043,1973,1974
1510,ADA,1.1904,0.0012,0,0,1,2
1520,BTC,56240,0.01,0,0,56087,56128
1520,ETH,1974.99,0.01,3630.22,0,1973,1974
1520,ADA,1.18875,0.0013,35.64,0,1,2
1530,BTC,56246.9,9.27,0,0,56087,56140
1530,ETH,1974.7,0.57,0,0,1973,1974
1530,ADA,1.1893,0.0014,0,0,1,2
1540,BTC,56215.1,0.01,0,0,56087,56140
1540,ETH,1974.99,0.01,0,0,1973,1974
1540,ADA,1.1915,0.0008,0,0,1,2
1550,BTC,56215.1,0.01,0,0,56087,56140
1550,ETH,1974.99,0.01,0,0,1973,1974
1550,ADA,1.19195,0.0015,0,0,1,2
1560,BTC,56220,0.01,0,0,56087,56140
1560,ETH,1974.99,0.01,0,0,1973,1974
1560,ADA,1.19245,0.0009,0,0,1,2
1570,BTC,56251,3.57,0,96.17,56087,56140
1570,ETH,1974.99,0.01,0,0,1973,1974
1570,ADA,1.1911,0.0012,0,81.8,1,2
1580,BTC,56253.1,0.01,0,0,56087,56140
1580,ETH,1974.88,0.22,0,0,1973,1974
1580,ADA,1.18935,0.0015,0,54.71,1,2
1590,BTC,56250,0.01,0,1362.24,56087,56151
1590,ETH,1973.72,0.33,0,0,1973,1974
1590,ADA,1.1903,0.0006,0,0,1,2
1600,BTC,56261.5,0.01,0,0,56087,56151
1600,ETH,1974.99,0.01,0,0,1973,1974
1600,ADA,1.1905,0.0018,0,0,1,2
1610,BTC,56301.3,2.64,0,0,56087,56154
1610,ETH,1974.99,0.01,0,0,1973,1974
1610,ADA,1.1912,0.0014,0,0,1,2
1620,BTC,56292,0.01,0,9.95,56087,56163
1620,ETH,1974.99,0.01,0,0,1973,1974
1620,ADA,1.19185,0.0011,0,0,1,2
1630,BTC,56312,3.65,0,0,56087,56163
1630,ETH,1976.28,0.15,65.7,4.98,1973,1974
1630,ADA,1.1885,0.0008,0,0,1,2
1640,BTC,56284,0.01,0,4822.81,56087,56177
1640,ETH,1972.01,0.01,0,0,1973,1974
1640,ADA,1.189,0.0014,0,0,1,2
1650,BTC,56222.7,3.65,0,96.51,56087,56177
1650,ETH,1972.46,0.01,0,0,1973,1974
1650,ADA,1.18745,0.0017,0,0,1,2
1660,BTC,56234.7,0.01,0,1060.73,56087,56203
1660,ETH,1969.01,0.01,0,56.39,1973,1974
1660,ADA,1.18935,0.0009,0,0,1,2
1670,BTC,56176.4,0.01,0,1272.54,56201,56208
1670,ETH,1971.12,0.51,0,0,1973,1974
1670,ADA,1.18775,0.0019,0,0,1,2
1680,BTC,56193.9,0.01,0,0,56201,56208
1680,ETH,1971.27,0.01,0,0,1973,1974
1680,ADA,1.1888,0.0012,0,0,1,2
1690,BTC,56194.6,0.01,0,0,56201,56208
1690,ETH,1971.99,0.01,0,0,1973,1974
1690,ADA,1.18905,0.0013,0,0,1,2
1700,BTC,56194.6,0.01,0,0,56201,56208
1700,ETH,1970.15,0.31,0,210.31,1973,1974
1700,ADA,1.18725,0.0013,0,0,1,2
1710,BTC,56185,0.01,0,0,56201,56208
1710,ETH,1968.08,0.01,0,0,1973,1974
1710,ADA,1.18435,0.0009,0,0,1,2
1720,BTC,56144,0.01,0,442,56201,56208
1720,ETH,1966.67,0.65,0,0,1973,1974
1720,ADA,1.1866,0.001,0,0,1,2
1730,BTC,56123.2,0.01,358.12,0,56087,56127
1730,ETH,1969.06,0.48,0,0,1973,1974
1730,ADA,1.1841,0.0004,0,0,1,2
1740,BTC,56155.7,0.97,0,7259.69,56151,56208
1740,ETH,1964.77,0.46,0,23.35,1973,1974
1740,ADA,1.1846,0.0012,0,0,1,2
1750,BTC,56105.3,0.01,0,0,56151,56208
1750,ETH,1964.93,0.66,0,0,1973,1974
1750,ADA,1.18685,0.0011,0,0,1,2
1760,BTC,56100,0.01,0,7448.25,56151,56208
1760,ETH,1965.64,0.01,0,0,1973,1974
1760,ADA,1.1846,0.002,0,0,1,2
1770,BTC,56104.4,12.83,0,2670.05,56151,56208
1770,ETH,1962.02,0.03,0,49.17,1972,1974
1770,ADA,1.18445,0.0015,0,0,1,2
1780,BTC,56080.1,0.01,0,0,56151,56208
1780,ETH,1961.01,0.02,0,0,1972,1974
1780,ADA,1.1851,0.0012,0,7.72,1,2
1790,BTC,56091.3,0.01,0,1600.13,56151,56208
1790,ETH,1962.6,0.01,0,0,1972,1974
1790,ADA,1.1855,0.0006,0,0,1,2
1800,BTC,56125,0.01,0,0,56151,56208
1800,ETH,1963.04,0.49,390.71,0,1972,1974
1800,ADA,1.1835,0.0008,0,0,1,2
1810,BTC,56125,0.01,0,0,56123,56125
1810,ETH,1960.47,0.43,0,0,1972,1974
1810,ADA,1.18425,0.0009,0,0,1,2
