tick,symbol,real_mid,real_spread,real_bidDepth,real_askDepth,engine_bestBid,engine_bestAsk
432320,ETH,2145.4,0.16,0,0,2143,2144
432320,ADA,1.30775,0.0001,0,0,1,2
432330,BTC,60052.6,0.01,0,0,59885,59977
432330,ETH,2146.03,0.28,0,0,2143,2144
432330,ADA,1.30925,0.0003,0,0,1,2
432340,BTC,60052.6,0.01,0,0,59885,59977
432340,ETH,2146.95,0.01,0,0,2143,2144
432340,ADA,1.30995,0.0007,0,0,1,2
432350,BTC,60091.6,0.01,0,0,59885,59977
432350,ETH,2146.47,0.22,0,0,2143,2144
432350,ADA,1.3093,0.0006,0,0,1,2
432360,BTC,60100.9,0.01,0,0,59885,59981
432360,ETH,2147.12,0.01,0,0,2143,2144
432360,ADA,1.30975,0.0005,0,0,1,2
432370,BTC,60108.3,2.91,0,0,59885,59981
432370,ETH,2147.76,0.01,0,0,2143,2144
432370,ADA,1.3109,0.0002,0,0,1,2
432380,BTC,60110.5,0.01,0,0,59885,59981
432380,ETH,2147.76,0.01,0,0,2143,2144
432380,ADA,1.3104,0.0008,0,0,1,2
432390,BTC,60127.9,0.01,0,0,59885,59981
432390,ETH,2148.56,0.35,0,0,2143,2144
432390,ADA,1.311,0.0006,0,0,1,2
432400,BTC,60132.2,0.01,0,0,59885,59981
432400,ETH,2149.59,0.01,0,0,2143,2144
432400,ADA,1.31115,0.0003,0,0,1,2
432410,BTC,60114.8,0.01,0,0,59885,59981
432410,ETH,2149.97,0.01,0,0,2143,2144
432410,ADA,1.3116,0.0006,0,5.02,1,2
432420,BTC,60110.5,7.15,0,0,59885,59981
432420,ETH,2149.47,0.39,0,0,2143,2144
432420,ADA,1.31245,0.0007,0,0,1,2
432430,BTC,60097.8,0.01,0,0,59885,59981
432430,ETH,2148.67,0.26,0,0,2143,2144
432430,ADA,1.31235,0.0005,0,0,1,2
432440,BTC,60097.8,0.01,0,0,59885,59981
432440,ETH,2147.06,0.01,0,0,2143,2144
432440,ADA,1.3127,0.0004,0,0,1,2
432450,BTC,60081.1,0.01,0,0,59885,59981
432450,ETH,2146.99,0.01,0,0,2143,2144
432450,ADA,1.31245,0.0009,0,0,1,2
432460,BTC,60081.6,0.01,0,0,59885,59981
432460,ETH,2146.7,0.01,0,0,2143,2144
432460,ADA,1.31325,0.0007,0,0,1,2
432470,BTC,60130,0.01,0,0,59885,59981
432470,ETH,2147.01,0.01,0,0,2143,2144
432470,ADA,1.3128,0.0006,0,0,1,2
432480,BTC,60130,0.01,0,0,59885,59981
432480,ETH,2148.07,0.01,0,0,2143,2144
432480,ADA,1.31285,0.0009,0,0,1,2
432490,BTC,60139,0.01,0,0,59885,59981
432490,ETH,2150.23,0.44,0,0,2143,2144
432490,ADA,1.31345,0.0005,0,0,1,2
432500,BTC,60134.2,0.01,0,0,59885,59984
432500,ETH,2150.2,0.21,0,0,2143,2144
432500,ADA,1.3134,0.0006,0,0,1,2
432510,BTC,60142.5,0.01,0,0,59885,59984
432510,ETH,2151.18,0.19,0,0,2143,2144
432510,ADA,1.31345,0.0005,0,0,1,2
432520,BTC,60142.4,0.01,0,0,59885,59985
432520,ETH,2150.28,0.01,0,0,2143,2144
432520,ADA,1.31195,0.0009,0,0,1,2
432530,BTC,60137.2,0.01,0,0,59885,59985
432530,ETH,2149.89,0.21,13297.9,0,2143,2144
432530,ADA,1.31295,0.0007,0,0,1,2
432540,BTC,60137.1,0.01,0,0,59885,59987
432540,ETH,2149.91,0.32,0,0,2143,2144
432540,ADA,1.3115,0.0006,0,0,1,2
432550,BTC,60130,0.01,0,0,59885,59987
432550,ETH,2150.78,0.23,0,1020.99,2143,2144
432550,ADA,1.312,0.001,0,0,1,2
432560,BTC,60107.6,0.01,0,18.41,59885,60001
432560,ETH,2149.47,0.01,0,0,2143,2144
432560,ADA,1.31295,0.0007,0,0,1,2
432570,BTC,60101.4,4.41,0,0,59885,60001
432570,ETH,2149.18,0.01,0,0,2143,2144
432570,ADA,1.31245,0.0009,0,0,1,2
432580,BTC,60142.5,0.01,0,0,59885,60003
432580,ETH,2148.07,0.15,0,0,2143,2144
432580,ADA,1.3113,0.0002,0,0,1,2
432590,BTC,60142.5,0.01,0,0,59885,60006
432590,ETH,2148.34,0.01,0,0,2143,2144
432590,ADA,1.3102,0.001,0,210.21,1,2
432600,BTC,60160.8,0.01,0,0,59885,60006
432600,ETH,2148.92,0.18,0,0,2143,2144
432600,ADA,1.31185,0.0009,0,0,1,2
432610,BTC,60160.8,0.01,0,0,59885,60006
432610,ETH,2150.07,0.01,0,0,2143,2144
432610,ADA,1.3115,0.0004,0,0,1,2
432620,BTC,60160.8,0.01,0,0,59885,60007
432620,ETH,2150.95,0.34,0,0,2143,2144
432620,ADA,1.31365,0.0001,0,0,1,2
432630,BTC,60162.1,0.01,0,0,59885,60010
432630,ETH,2150.92,0.26,0,0,2143,2144
432630,ADA,1.31325,0.0005,0,1470.51,1,2
432640,BTC,60172.7,5.93,0,15723.8,59885,60021
432640,ETH,2150.82,0.01,0,0,2143,2144
432640,ADA,1.3128,0.0008,0,0,1,2
432650,BTC,60174.3,0.01,0,0,59885,60021
432650,ETH,2150.97,0.01,0,0,2143,2144
432650,ADA,1.31245,0.0003,0,0,1,2
432660,BTC,60174.3,0.01,0,0,59885,60023
432660,ETH,2151.28,0.18,0,1989.16,2143,2145
432660,ADA,1.31345,0.0005,0,0,1,2
432670,BTC,60174.3,0.01,0,0,59885,60023
432670,ETH,2151.61,0.01,0,0,2143,2145
432670,ADA,1.31365,0.0001,0,0,1,2
432680,BTC,60174.3,0.01,0,0,59885,60023
432680,ETH,2151.57,0.17,0,0,2143,2145
432680,ADA,1.31465,0.0005,0,0,1,2
432690,BTC,60173.3,0.01,0,0,59885,60023
432690,ETH,2151.77,0.01,0,0,2143,2145
432690,ADA,1.31485,0.0007,0,18.43,1,2
432700,BTC,60169.7,0.01,0,0,59885,60023
432700,ETH,2151.55,0.26,0,0,2143,2145
432700,ADA,1.31295,0.0005,0,0,1,2
432710,BTC,60169.4,0.01,0,0,59885,60023
432710,ETH,2151.36,0.21,0,0,2143,2145
432710,ADA,1.31325,0.0009,0,0,1,2
432720,BTC,60156.4,0.01,0,0,59885,60025
432720,ETH,2150.09,0.01,0,0,2143,2145
432720,ADA,1.3124,0.001,0,0,1,2
432730,BTC,60156.4,0.01,0,0,59885,60027
432730,ETH,2150.26,0.21,0,44.79,2143,2145
432730,ADA,1.3119,0.0006,0,0,1,2
432740,BTC,60174.3,0.01,0,0,59885,60031
432740,ETH,2150.32,0.01,0,0,2143,2145
432740,ADA,1.31275,0.0009,0,0,1,2
432750,BTC,60174.3,0.01,0,0,59885,60034
432750,ETH,2149.39,0.01,0,0,2143,2145
432750,ADA,1.31335,0.0009,0,0,1,2
432760,BTC,60185.3,0.01,0,0,59885,60034
432760,ETH,2150.95,0.19,0,0,2143,2145
432760,ADA,1.3145,0.001,0,0,1,2
432770,BTC,60178.3,0.01,0,0,59885,60034
432770,ETH,2151.7,0.01,0,0,2143,2145
432770,ADA,1.3145,0.001,0,0,1,2
432780,BTC,60174.3,0.01,0,0,59885,60034
432780,ETH,2151.6,0.01,0,0,2143,2145
432780,ADA,1.31495,0.0007,0,0,1,2
432790,BTC,60174.3,0.01,0,0,59885,60034
432790,ETH,2151.53,0.01,0,0,2143,2145
432790,ADA,1.3137,0.0006,0,0,1,2
432800,BTC,60126.4,0.01,0,0,59885,60053
432800,ETH,2150.81,0.01,0,0,2143,2145
432800,ADA,1.31445,0.0009,0,0,1,2
432810,BTC,60125.6,0.01,0,0,59885,60055
432810,ETH,2150.81,0.01,0,0,2143,2145
432810,ADA,1.3142,0.0006,0,0,1,2
432820,BTC,60139.6,0.01,0,0,59885,60055
432820,ETH,2149.1,0.01,0,0,2143,2145
432820,ADA,1.3119,0.0006,0,0,1,2
432830,BTC,60139.6,0.01,0,0,59885,60065
432830,ETH,2148.99,0.01,0,0,2143,2145
432830,ADA,1.31265,0.0011,0,0,1,2
432840,BTC,60118.9,0.01,0,0,59885,60065
432840,ETH,2150.36,0.45,0,0,2143,2145
432840,ADA,1.31455,0.0007,0,0,1,2
432850,BTC,60123.2,0.01,0,0,59885,60065
432850,ETH,2149.95,0.01,0,0,2143,2145
432850,ADA,1.31355,0.0005,0,0,1,2
432860,BTC,60150,0.01,0,0,59885,60065
432860,ETH,2149.06,0.01,0,0,2143,2145
432860,ADA,1.3132,0.0006,0,0,1,2
432870,BTC,60171.6,0.01,0,0,59885,60065
432870,ETH,2149.85,0.24,0,0,2143,2145
432870,ADA,1.3134,0.0006,0,0,1,2
432880,BTC,60184.6,0.01,0,0,59885,60065
432880,ETH,2150.6,0.19,0,0,2143,2145
432880,ADA,1.31355,0.0005,0,0,1,2
432890,BTC,60184.7,0.01,0,0,59885,60065
432890,ETH,2150.88,0.01,0,0,2143,2145
432890,ADA,1.31325,0.0007,0,0,1,2
432900,BTC,60177.6,0.01,0,0,59885,60065
432900,ETH,2150.89,0.01,0,0,2143,2145
432900,ADA,1.3111,0.0008,0,0,1,2
432910,BTC,60175,0.01,0,0,59885,60065
432910,ETH,2151.06,0.01,0,0,2143,2145
432910,ADA,1.3108,0.001,0,0,1,2
432920,BTC,60175,0.01,0,0,59885,60065
432920,ETH,2151.06,0.01,0,0,2143,2145
432920,ADA,1.31115,0.0003,0,0,1,2
432930,BTC,60179.5,0.01,0,0,59885,60065
432930,ETH,2150.7,0.01,0,0,2143,2145
432930,ADA,1.31115,0.0003,0,0,1,2
432940,BTC,60183.2,0.01,0,0,59885,60096
432940,ETH,2149.82,0.31,0,0,2143,2145
432940,ADA,1.3112,0.0004,0,0,1,2
432950,BTC,60168.1,0.01,0,0,59885,60097
432950,ETH,2149.45,0.01,0,0,2143,2145
432950,ADA,1.31075,0.0007,0,0,1,2
432960,BTC,60137.3,0.01,0,0,59885,60097
432960,ETH,2149.01,0.01,0,0,2143,2145
432960,ADA,1.31085,0.0009,0,0,1,2
432970,BTC,60186.1,0.01,0,0,59885,60105
432970,ETH,2148.45,0.01,0,0,2143,2145
432970,ADA,1.3105,0.0004,0,0,1,2
432980,BTC,60185.2,7.91,0,0,59885,60105
432980,ETH,2148.22,0.01,0,0,2143,2145
432980,ADA,1.30935,0.0009,0,0,1,2
432990,BTC,60182,5.24,0,0,59885,60105
432990,ETH,2149.09,0.16,0,0,2143,2145
432990,ADA,1.30965,0.0003,0,0,1,2
433000,BTC,60159.7,4.8,0,0,59885,60105
433000,ETH,2149.49,0.01,0,0,2143,2145
433000,ADA,1.3096,0.0006,0,0,1,2
433010,BTC,60152.7,0.01,0,0,59885,60105
433010,ETH,2149.38,0.01,0,0,2143,2145
433010,ADA,1.3104,0.0006,0,0,1,2
433020,BTC,60150,0.01,0,0,59885,60115
433020,ETH,2147.99,0.01,0,0,2143,2145
433020,ADA,1.30915,0.0005,0,0,1,2
433030,BTC,60150,0.01,0,0,59885,60129
433030,ETH,2147.99,0.01,0,0,2143,2145
433030,ADA,1.3099,0.0004,0,0,1,2
433040,BTC,60147.5,0.01,0,0,59885,60131
433040,ETH,2147.03,0.22,0,0,2143,2145
433040,ADA,1.30975,0.0003,0,0,1,2
433050,BTC,60148.4,0.01,0,0,59885,60135
433050,ETH,2147.2,0.16,56.44,0,2143,2145
433050,ADA,1.3096,0.0002,0,0,1,2
433060,BTC,60182.4,0.01,0,0,59885,60136
433060,ETH,2147.02,0.1,0,0,2143,2146
433060,ADA,1.3091,0.0004,0,44.46,1,2
433070,BTC,60161,0.01,0,0,59885,60139
433070,ETH,2147.97,0.01,0,0,2143,2146
433070,ADA,1.3092,0.0004,0,0,1,2
433080,BTC,60174.7,0.01,0,0,59885,60139
433080,ETH,2147.84,0.01,0,0,2143,2146
433080,ADA,1.3084,0.0004,0,0,1,2
433090,BTC,60168.6,6.81,0,0,59885,60139
433090,ETH,2147.84,0.01,0,0,2143,2146
433090,ADA,1.30775,0.0007,0,0,1,2
433100,BTC,60165.2,0.01,0,0,59885,60143
433100,ETH,2148.2,0.01,0,0,2143,2146
433100,ADA,1.30805,0.0005,0,0,1,2
433110,BTC,60174.1,0.01,0,0,59885,60143
433110,ETH,2147.84,0.01,0,0,2143,2146
433110,ADA,1.3083,0.0004,0,0,1,2
433120,BTC,60165.2,0.01,0,0,59885,60143
433120,ETH,2147.84,0.01,0,0,2143,2146
433120,ADA,1.3095,0.0006,0,0,1,2
433130,BTC,60146.3,0.01,0,0,59885,60143
433130,ETH,2147.84,0.01,0,0,2143,2146
433130,ADA,1.31,0.0004,0,0,1,2
433140,BTC,60139.1,0.01,0,0,59885,60143
433140,ETH,2147.84,0.01,0,0,2143,2146
433140,ADA,1.3099,0.0006,0,39.82,1,2
433150,BTC,60140.8,0.01,0,0,60137,60143
433150,ETH,2147.84,0.01,0,0,2143,2146
433150,ADA,1.30975,0.0009,0,0,1,2
433160,BTC,60142.7,0.01,0,0,60137,60143
433160,ETH,2147.03,0.15,0,0,2146,2147
433160,ADA,1.31,0.0004,0,0,1,2
433170,BTC,60139.7,0.01,0,0,60137,60140
433170,ETH,2146.99,0.01,0,0,2146,2147
433170,ADA,1.3104,0.0002,0,0,1,2
433180,BTC,60132.2,0.01,0,23.39,60138,60140
433180,ETH,2146.99,0.01,0,0,2146,2147
433180,ADA,1.3099,0.0006,0,0,1,2
433190,BTC,60124.9,0.01,0,0,60138,60140
433190,ETH,2147.11,0.23,0,0,2146,2147
433190,ADA,1.30925,0.0005,0,0,1,2
433200,BTC,60120.7,6.92,0,0,60138,60140
433200,ETH,2146.7,0.01,0,0,2146,2147
433200,ADA,1.3092,0.0006,0,0,1,2
433210,BTC,60121,4.16,0,0,60138,60140
433210,ETH,2146.14,0.01,0,0,2146,2147
433210,ADA,1.3085,0.0002,0,0,1,2
433220,BTC,60137.5,0.01,0,0,60138,60140
433220,ETH,2146.01,0.01,0,0,2146,2147
433220,ADA,1.3089,0.0004,0,0,1,2
433230,BTC,60137.5,0.01,0,0,60137,60140
433230,ETH,2145.12,0.01,0,0,2146,2147
433230,ADA,1.3098,0.0008,0,0,1,2
433240,BTC,60161.9,0.01,0,0,60137,60143
433240,ETH,2145.57,0.01,0,0,2146,2147
433240,ADA,1.31175,0.0009,0,0,1,2
433250,BTC,60161.9,0.01,0,0,60137,60143
433250,ETH,2145.93,0.01,0,0,2146,2147
433250,ADA,1.3131,0.0004,0,0,1,2
433260,BTC,60161.9,0.01,0,0,60137,60143
433260,ETH,2145.95,0.01,0,0,2145,2146
433260,ADA,1.31305,0.0005,0,0,1,2
433270,BTC,60163.7,0.01,0,0,60137,60144
433270,ETH,2145.95,0.01,0,0,2145,2146
433270,ADA,1.3139,0.0006,0,0,1,2
433280,BTC,60137.5,0.01,0,0,60137,60138
433280,ETH,2145.95,0.01,0,0,2145,2146
433280,ADA,1.3141,0.0008,0,0,1,2
433290,BTC,60166.7,0.01,0,0,60137,60144
433290,ETH,2146.86,0.03,0,0,2145,2146
433290,ADA,1.31395,0.0005,0,0,1,2
433300,BTC,60166.1,0.01,0,247.21,60137,60151
433300,ETH,2145.47,0.01,0,0,2145,2146
433300,ADA,1.31325,0.0005,0,0,1,2
433310,BTC,60193.1,0.01,0,0,60137,60151
433310,ETH,2146.61,0.01,0,0,2145,2146
433310,ADA,1.3146,0.0006,0,0,1,2
433320,BTC,60193.7,0.01,0,0,60137,60159
433320,ETH,2147.72,0.01,0,0,2145,2146
433320,ADA,1.31455,0.0005,0,0,1,2
433330,BTC,60193.1,0.01,0,0,60137,60160
433330,ETH,2148.86,0.01,0,0,2146,2147
433330,ADA,1.31595,0.0001,0,0,1,2
433340,BTC,60196.8,0.01,0,0,60137,60160
433340,ETH,2147.74,0.01,0,0,2146,2147
433340,ADA,1.31645,0.0007,0,0,1,2
433350,BTC,60197.6,0.01,0,0,60137,60160
433350,ETH,2147.74,0.01,0,0,2146,2147
433350,ADA,1.31625,0.0005,0,0,1,2
433360,BTC,60196.8,0.01,0,0,60137,60160
433360,ETH,2148.43,0.01,0,343.35,2146,2147
433360,ADA,1.31655,0.0005,0,0,1,2
433370,BTC,60195.7,0.01,0,0,60137,60160
433370,ETH,2148.32,0.34,0,0,2146,2147
433370,ADA,1.31715,0.0003,0,0,1,2
433380,BTC,60186.8,0.01,0,0,60137,60160
433380,ETH,2147.68,0.01,0,0,2146,2147
433380,ADA,1.31615,0.0005,0,0,1,2
433390,BTC,60188.5,0.01,0,0,60137,60160
433390,ETH,2147.68,0.01,0,0,2146,2147
433390,ADA,1.31535,0.0011,0,0,1,2
433400,BTC,60190.8,0.01,0,0,60137,60163
433400,ETH,2147.68,0.01,0,0,2146,2147
433400,ADA,1.31545,0.0003,0,0,1,2
433410,BTC,60191.6,0.01,0,0,60137,60166
433410,ETH,2147.53,0.01,0,0,2146,2147
433410,ADA,1.3157,0.0006,0,0,1,2
433420,BTC,60192,0.01,0,0,60137,60166
433420,ETH,2147.68,0.01,0,0,2146,2147
433420,ADA,1.3163,0.0004,0,0,1,2
433430,BTC,60192,0.01,0,0,60137,60175
433430,ETH,2148.09,0.01,0,0,2146,2147
433430,ADA,1.3168,0.0006,0,0,1,2
433440,BTC,60182.1,0.01,0,0,60137,60175
433440,ETH,2147.53,0.01,0,0,2146,2147
433440,ADA,1.3167,0.0004,0,0,1,2
433450,BTC,60199,0.01,0,0,60137,60175
433450,ETH,2147.31,0.26,0,0,2146,2147
433450,ADA,1.3166,0.0008,0,0,1,2
433460,BTC,60199,0.01,0,0,60137,60175
433460,ETH,2147.28,0.24,0,0,2146,2147
433460,ADA,1.3154,0.0008,0,0,1,2
433470,BTC,60199.1,0.01,0,0,60137,60175
433470,ETH,2147.99,0.23,0,0,2146,2147
433470,ADA,1.31625,0.0009,0,0,1,2
433480,BTC,60200,0.01,0,0,60137,60175
433480,ETH,2147.81,0.47,0,0,2146,2147
433480,ADA,1.3161,0.0006,0,0,1,2
433490,BTC,60224.4,0.01,0,0,60137,60175
433490,ETH,2147.91,0.01,0,0,2146,2147
433490,ADA,1.31305,0.0009,0,0,1,2
433500,BTC,60224.4,0.01,0,0,60137,60175
433500,ETH,2148.03,0.01,0,0,2146,2147
433500,ADA,1.3151,0.0008,0,0,1,2
433510,BTC,60213.9,0.01,0,0,60137,60176
433510,ETH,2148.14,0.21,0,0,2146,2147
433510,ADA,1.3156,0.0008,0,0,1,2
433520,BTC,60225.5,0.01,0,0,60137,60176
433520,ETH,2148.2,0.33,0,0,2146,2147
433520,ADA,1.31615,0.0007,0,0,1,2
433530,BTC,60225.5,0.01,0,0,60137,60179
433530,ETH,2148.7,0.01,0,0,2146,2147
433530,ADA,1.316,0.001,0,0,1,2
433540,BTC,60225.5,0.01,0,0,60137,60179
433540,ETH,2149.14,0.01,0,0,2146,2147
433540,ADA,1.31675,0.0005,0,0,1,2
433550,BTC,60230.3,0.01,0,0,60137,60182
433550,ETH,2148.9,0.28,0,0,2146,2147
433550,ADA,1.31645,0.0003,0,0,1,2
433560,BTC,60242.4,0.01,0,0,60137,60182
433560,ETH,2148.89,0.01,0,0,2146,2147
433560,ADA,1.31685,0.0005,0,0,1,2
433570,BTC,60257.1,4.06,0,0,60137,60183
433570,ETH,2149.76,0.25,0,0,2146,2147
433570,ADA,1.31735,0.0005,0,0,1,2
433580,BTC,60257.1,4.06,0,0,60137,60183
433580,ETH,2149.45,0.16,0,0,2146,2147
433580,ADA,1.31735,0.0005,0,0,1,2
433590,BTC,60257.1,4.06,0,0,60137,60183
433590,ETH,2149.37,0.22,0,0,2146,2147
433590,ADA,1.31745,0.0005,0,0,1,2
433600,BTC,60257.1,4.06,0,0,60137,60183
433600,ETH,2149.37,0.22,0,0,2146,2147
433600,ADA,1.3171,0.0006,0,0,1,2
433610,BTC,60252.6,0.01,0,0,60137,60183
433610,ETH,2147.57,0.01,0,0,2146,2147
433610,ADA,1.3167,0.0006,0,0,1,2
433620,BTC,60252.6,0.01,0,0,60137,60185
433620,ETH,2148.98,0.23,0,0,2146,2147
433620,ADA,1.3129,0.0006,0,0,1,2
433630,BTC,60258.1,0.01,0,0,60137,60185
433630,ETH,2147.37,0.14,0,0,2146,2147
433630,ADA,1.3099,0.0006,0,0,1,2
433640,BTC,60265.8,0.01,0,0,60137,60185
433640,ETH,2148.86,0.56,0,0,2146,2147
433640,ADA,1.31035,0.0005,0,0,1,2
433650,BTC,60265.8,0.01,0,0,60137,60186
433650,ETH,2148.86,0.56,0,0,2146,2147
433650,ADA,1.30955,0.0007,0,105.72,1,2
433660,BTC,60264.1,0.01,0,0,60137,60186
433660,ETH,2149.28,0.01,0,0,2146,2147
433660,ADA,1.3096,0.0006,0,0,1,2
433670,BTC,60271.7,0.01,0,0,60137,60186
433670,ETH,2149.41,0.01,0,0,2146,2147
433670,ADA,1.31035,0.0001,0,0,1,2
433680,BTC,60272.2,0.01,0,0,60137,60186
433680,ETH,2149.2,0.01,0,0,2146,2147
433680,ADA,1.31065,0.0009,0,0,1,2
433690,BTC,60341.3,0.01,0,0,60137,60186
433690,ETH,2149.2,0.01,0,0,2146,2147
433690,ADA,1.3125,0.0008,0,0,1,2
433700,BTC,60341.3,0.01,0,0,60137,60186
433700,ETH,2148.95,0.01,0,0,2146,2147
433700,ADA,1.31275,0.0009,0,0,1,2
433710,BTC,60355,7.11,0,55.1,60137,60188
433710,ETH,2148.95,0.01,0,0,2146,2147
433710,ADA,1.3129,0.0008,0,0,1,2
433720,BTC,60326.7,0.01,0,0,60137,60189
433720,ETH,2149.28,0.01,0,0,2146,2147
433720,ADA,1.3109,0.0006,0,0,1,2
433730,BTC,60329.7,16.48,0,56.74,60137,60189
433730,ETH,2149.39,0.01,0,0,2146,2147
433730,ADA,1.312,0.001,0,0,1,2
433740,BTC,60318.6,0.01,0,0,60137,60189
433740,ETH,2151.03,0.01,0,0,2146,2147
433740,ADA,1.31265,0.0007,0,0,1,2
433750,BTC,60328.1,7.71,0,294.13,60137,60189
433750,ETH,2150.66,0.01,0,0,2146,2147
433750,ADA,1.3129,0.0004,0,0,1,2
433760,BTC,60329.1,0.01,0,0,60137,60194
433760,ETH,2151.32,0.01,0,0,2146,2148
433760,ADA,1.31275,0.0007,0,0,1,2
433770,BTC,60340,0.01,0,0,60137,60194
433770,ETH,2151.34,0.01,0,0,2146,2148
433770,ADA,1.3134,0.0008,0,0,1,2
433780,BTC,60340,0.01,0,0,60137,60194
433780,ETH,2151.31,0.06,0,0,2146,2148
433780,ADA,1.3134,0.0012,0,0,1,2
433790,BTC,60332,0.01,0,0,60137,60196
433790,ETH,2151.31,0.01,0,0,2146,2148
433790,ADA,1.31225,0.0007,0,0,1,2
433800,BTC,60317,0.01,0,0,60137,60197
433800,ETH,2150.02,0.01,0,0,2146,2148
433800,ADA,1.3125,0.0006,0,0,1,2
433810,BTC,60287.8,0.01,0,0,60137,60197
433810,ETH,2150.86,0.01,0,0,2146,2148
433810,ADA,1.3127,0.0006,0,0,1,2
433820,BTC,60307.6,0.01,0,0,60137,60197
433820,ETH,2150.86,0.01,0,0,2146,2148
433820,ADA,1.31285,0.0005,0,0,1,2
433830,BTC,60307.6,0.01,0,0,60137,60197
433830,ETH,2150.32,0.02,1507.03,0,2146,2148
433830,ADA,1.31215,0.0007,0,0,1,2
433840,BTC,60294.4,0.01,0,0,60137,60197
433840,ETH,2150.32,0.02,1507.03,0,2146,2148
433840,ADA,1.3122,0.0008,0,0,1,2
433850,BTC,60285.5,0.01,0,0,60137,60197
433850,ETH,2149.41,0.01,0,0,2146,2148
433850,ADA,1.3114,0.0004,0,885.41,1,2
433860,BTC,60303.8,7.5,286,0,60137,60197
433860,ETH,2149.41,0.41,0,9.95,2146,2148
433860,ADA,1.31105,0.0007,0,72.93,1,2
433870,BTC,60286.1,0.01,0,0,60137,60197
433870,ETH,2149.66,0.01,0,0,2146,2148
433870,ADA,1.31055,0.0009,0,0,1,2
433880,BTC,60292.8,0.01,0,0,60137,60197
433880,ETH,2149.97,0.01,0,0,2146,2148
433880,ADA,1.31045,0.0003,0,0,1,2
433890,BTC,60325.6,0.01,3766.05,0,60137,60197
433890,ETH,2149.2,0.01,0,0,2146,2148
433890,ADA,1.31005,0.0001,0,0,1,2
433900,BTC,60344.4,3.08,0,0,60137,60197
433900,ETH,2149.26,0.01,0,0,2146,2148
433900,ADA,1.30935,0.0005,0,0,1,2
433910,BTC,60350,0.01,0,0,60137,60197
433910,ETH,2149.27,0.06,0,0,2146,2148
433910,ADA,1.31,0.0004,0,0,1,2
433920,BTC,60350,0.01,0,0,60137,60197
433920,ETH,2149.62,0.07,0,0,2146,2148
433920,ADA,1.31215,0.0007,0,0,1,2
433930,BTC,60350,0.01,0,0,60137,60198
433930,ETH,2150.91,0.01,0,0,2146,2148
433930,ADA,1.3128,0.0008,0,0,1,2
433940,BTC,60372.3,0.01,0,0,60137,60198
433940,ETH,2151.07,0.01,0,0,2146,2148
433940,ADA,1.3128,0.0006,0,0,1,2
433950,BTC,60379.8,0.01,0,0,60137,60198
433950,ETH,2151.07,0.01,0,0,2146,2148
433950,ADA,1.31335,0.0009,0,0,1,2
433960,BTC,60379.8,0.01,0,0,60137,60198
433960,ETH,2151.07,0.01,0,0,2146,2148
433960,ADA,1.3144,0.001,0,0,1,2
433970,BTC,60379.8,0.01,0,0,60137,60199
433970,ETH,2151.12,0.01,0,0,2146,2148
433970,ADA,1.315,0.0006,0,0,1,2
433980,BTC,60344.6,0.01,0,0,60137,60200
433980,ETH,2151.26,0.01,0,0,2146,2148
433980,ADA,1.31575,0.0005,0,394.26,1,2
433990,BTC,60337.8,0.01,0,0,60137,60200
433990,ETH,2151.26,0.01,0,0,2146,2148
433990,ADA,1.3154,0.0006,0,0,1,2
434000,BTC,60315.7,0.01,0,0,60137,60201
434000,ETH,2151.3,0.01,0,196.03,2146,2148
434000,ADA,1.316,0.0006,0,0,1,2
434010,BTC,60297.8,4.29,0,0,60137,60201
434010,ETH,2151.3,0.01,0,0,2146,2148
434010,ADA,1.31555,0.0005,0,0,1,2
434020,BTC,60305.9,0.01,0,0,60137,60202
434020,ETH,2149.45,0.01,0,0,2146,2148
434020,ADA,1.31365,0.0007,0,0,1,2
434030,BTC,60302.6,5.23,0,0,60137,60203
434030,ETH,2151.31,0.01,0,0,2146,2148
434030,ADA,1.3139,0.0006,0,0,1,2
434040,BTC,60311.3,0.01,0,0,60137,60203
434040,ETH,2150.31,0.31,0,0,2146,2148
434040,ADA,1.31335,0.0007,0,0,1,2
434050,BTC,60311.3,0.01,0,0,60137,60203
434050,ETH,2149.3,0.28,0,1942.23,2146,2148
434050,ADA,1.3133,0.001,0,0,1,2
434060,BTC,60279.8,0.01,0,0,60137,60204
434060,ETH,2149.24,0.01,0,0,2146,2148
434060,ADA,1.3133,0.001,0,0,1,2
434070,BTC,60262.2,0.01,0,0,60137,60204
434070,ETH,2148.99,0.01,0,0,2147,2148
434070,ADA,1.31275,0.0005,0,0,1,2
434080,BTC,60262.2,0.01,0,0,60137,60204
434080,ETH,2149.84,0.01,0,0,2147,2148
434080,ADA,1.3134,0.001,0,0,1,2
434090,BTC,60244.1,0.01,0,0,60137,60215
434090,ETH,2150.2,0.01,0,0,2147,2148
434090,ADA,1.3142,0.0006,0,0,1,2
434100,BTC,60244.1,0.01,0,0,60137,60217
434100,ETH,2149.76,1.13,0,0,2147,2148
434100,ADA,1.3143,0.0004,0,0,1,2
434110,BTC,60244.1,0.01,0,0,60137,60217
434110,ETH,2148.94,0.14,0,0,2147,2148
434110,ADA,1.31305,0.0005,0,0,1,2
434120,BTC,60244.1,0.01,0,0,60137,60217
434120,ETH,2149.14,0.01,0,0,2147,2148
434120,ADA,1.31335,0.0009,0,0,1,2
434130,BTC,60215.2,0.01,0,0,60137,60218
